"ID","Title"
"C1690","As a user, I want to export the order sale invoice into PDF format, So that I can share it with the customer if requested"
"C1691","As a User, I want to create new users with admin privileges so that they can access the POS with all permissions"
"C1692","As a User, I want to create a new store from the back office so that it can be managed multiple stores from Application"
"C1693","As a User, I want to create a new device from the back office so that it can be used to run the POS system"
"C1694","As an User, I want to access the General Settings so that I can configure financial preferences"
"C1696","As a User, I want to update the invoice settings so that the changes are saved and applied successfully"
"C1697","As an User, I want to access the Accounting Settings so that I can configure Tax rules."
"C1698","As an User, I want to create a new category so that I can organize items under desired category"
"C1699","As an User, I want to create a category group so that I can group related categories under a common heading"
"C1716","As an User, I want to create a promotion so that I can apply promotions on specific items, categories, or customers"
"C2055","As a user, I want the username input field to be visible on the login page so that I can provide my username credentials"
"C2056","As a user, I want the password input field to be visible on the login page so that I can provide my password credentials"
"C2057","As a user, I want to see the login button on the login page so that I can submit my credentials and access the application"
"C2058","As a user, I want to enter my username in the username field on the login page so that I can log in to the application"
"C2059","As a user, I want to enter my password in the password field on the login page so that I can log in to the application"
"C2060","As a user, I want to click the login button on the login page so that I can initiate the login process."
"C2061","As a user, I want the login button to show a label so that I can clearly identify it as the login option."
"C2062","As a user, I want to ensure that both the EBT Cash and EBT Sale checkboxs are available in the General Settings, so that I can view EBT Cash and Card settings"
"C2063","As a user, I want to ensure that the EBT option selected save on the general settings to take EBT transactions"
"C2064","As a Cashier, I want to ensure that I can check the EBT Sale Balance when the option is enabled so I can check the balance of EBT Sale Balance"
"C2065","As a Cashier, I want to ensure that I can check the EBT Sale Balance when the option is enabled so I can check the balance of EBT Cash"
"C2066","As a Cashier, I want to ensure that I can not check the EBT Sale Balance when the option is not enabled incase my store does not accept EBT"
"C2067","As a Cashier, I want to ensure that I can not check the EBT Cash Balance when the option is not enabled incase my store does not accept EBT"
"C2070","As a Cashier, I want to ensure that the loader will remain on the Cashier screen until the Payfac device times out or an EBT card is presented for EBT Sale"
"C2071","As a Cashier, I want to ensure that the loader will remain on the Cashier screen until the Payfac device times out or an EBT Cash is presented for EBT Cash"
"C2072","As a user, I want to be restricted from logging in without entering both username and password so that unauthorized access is avoided"
"C2074","As a user, I want the system to prevent login when only the username is entered so that incomplete login attempts are blocked"
"C2075","As a user, I want the system to prevent login when only the password is entered so that incomplete login attempts are blocked"
"C2078","As a user, I want to verify that entering an incorrect username with a correct password does not allow login so that the system prevents unauthorized access"
"C2079","As a user, I want to verify that entering a correct username with an incorrect password does not allow login so that the system prevents unauthorized access"
"C2081","As a user, I want trailing spaces in a valid username to be trimmed so that I can log in successfully without input errors"
"C2082","As a Cashier, I want to make sure I do not have the EBT Balance button if the option is disabled on the mobile register so that EBT sales can not be taken via mobile"
"C2083","As a user, I want to access the login page across multiple browsers and devices so that I can experience a consistent and correctly rendered layout"
"C2084","As a Cashier, I want to make sure when taking a partial payment that the EBT Sale is disabled so I do not accidentally take the wrong payment during partial payment"
"C2085","As a cashier, I want to make sure when taking a partial payment with EBT that the EBT Sale is enabled so I can take another EBT sale payment if needed"
"C2086","As a Cashier, I want to ensure I can take a full payment for EBT with EBT Cash so that I can accept EBT as a payment method"
"C2087","As a Cashier, I want to ensure if I take partial payment started with EBT sale that I can complete it with another tender so that I can complete the transaction"
"C2154","As a cashier, I want to ensure if I try to check the EBT Sale balance of a card with an inactive Payfac I will receive an error so I know to check the payment device"
"C2155","As a cashier, I want to ensure if I try to check the EBT Sale balance of a card with an invalid Payfac Payment ID I will receive an error so I know to check the payment device"
"C2156","As a cashier, I want to ensure if I try to check the EBT Cash balance of a card with an inactive Payfac I will receive an error so I know to check the payment device"
"C2158","As a cashier, I want to ensure if I try to check the EBT Cash balance of a card with an invalid Payfac Payment ID I will receive an error so I know to check the payment device"
"C2162","As a Cashier, I want to ensure if I have an EBT enabled item and take partial payment with EBT sale and finish the rest of the payment with card it will apply DP so I charge EBT items appropriately"
"C2163","As a Cashier, I want to ensure if I have an EBT enabled item and take payment with EBT sale it will not apply DP so I charge EBT items appropriately"
"C2164","As a Cashier, I want to ensure if I have an EBT enabled item and take partial payment with EBT sale and finish the rest of the payment with cash it will not apply DP so I charge EBT items appropriately"
"C2166","As a Cashier, I want to ensure if I have an EBT enabled item and take payment with EBT sale it will apply DP if I have it enabled to do so on EBT so I can charge EBT items appropriately"
"C2167","As a cashier, I want to be able to check the balance of an EBT Sale after doing a transaction so that I can verify the amount was deducted from the customer"
"C2168","As a cashier, I want to be able to check the balance of an EBT Cash after doing a transaction so that I can verify the amount was deducted from the customer"
"C2170","As a Cashier, I want to ensure I can take a full payment for EBT with EBT Sale so that I can accept EBT as a payment method"
"C2171","As a Cashier, I want to ensure if I have an EBT enabled item but take payment with Card instead it will apply the full amount with DP"
"C2172","As a Cashier, I want to ensure if I have an EBT enabled item but take payment with Cash instead it will take the Cash total even with DP enabled"
"C2173","As a Cashier, I want to ensure if I have an EBT enabled item and take payment with EBT sale it will not apply NCA so I charge EBT items appropriately"
"C2174","As a Cashier, I want to ensure if I have an EBT enabled item and take payment with EBT sale it will apply NCA if I have it enabled to do so on EBT so I can charge EBT items appropriately"
"C2187","As a User, I want to restrict manual discounts on specific items so that unauthorized discounts are prevented during sales"
"C2481","As a User, I want to restrict promotions on specific items so that unauthorized discounts are prevented during sales"
"C2486","As a Cashier, I want to verify that task notifications are visible on the POS Register so that I don't miss any assigned tasks"
"C2487","As a Cashier, I want to update a task from the POS Register so that I can manage and complete assigned tasks"
"C2488","As a Cashier, I want the full screen button on the POS Register to function properly so that I can toggle between full screen and windowed modes"
"C2489","As a Cashier, I want to access the customer screen from the POS Register so that I can display order details to the customer"
"C2490","As a user, I want to update the customer screen settings from the back Office, So that I can configure and control how the customer screen is displayed."
"C2491","As a Cashier, I want to clock in and clock out using the POS Electron App so that my working hours are tracked accurately"
"C31","As a Cashier, I want to confirm that I can take a cash payment with an item that has no tax so that no tax will be collected"
"C75","As a Cashier, I want to be able to take a Cash Payment sale with multiple items to complete a transaction"
"C77","As a Cashier, I want to be able to edit the item through the Options button to update the item's information from the Register"
"C78","As a Cashier, I want to be able to increase the Qty of an item I am about to sell by Stock Code, Stock Search and Shortcuts"
"C79","As a Cashier, I want to be able to sell an item with a modified price in order to reduce the subtotal of the transaction"
"C81","As a Cashier, I want to ensure if an invalid date is entered on age verification it will not pass that way age restricted items will not be sold to underage"
"C204","As a cashier, I want to process a refund transaction on a Cash transaction, so that I can process customer returns efficiently and ensure the amount is returned securely"
"C293","As a cashier, I want to verify that if I ring up items in a promotion that the promotion will apply so that I can give customers the advertised price"
"C428","As an Admin, I want to ensure if a price is changed for an item below it's minimum price it will not allow the transaction to proceed so I do not lose money"
"C727","As an Admin, I want to make sure that discounts can only be given out with my permission so I can prevent unwarranted discounts"
"C1158","As a Cashier, I want to ensure when I ring up items that are disabled in a promotion that the promotion does not apply so I do not give incorrect prices"
"C3305","As a Cashier, I want to be able to take sales while in offline mode so that I can keep taking customers until internet is restored"
"C3317","As an admin, I want to be able to change the credit card settings to Pax, to be able to use a Pax device later to take credit card payments"
"C3318","As an admin, I want to be able to change the credit card settings to TriposDirect, to be able to use a TriposDirect device later to take credit card payments"
"C3319","As an admin, I want to be able to change the credit card settings to Payfac, to be able to use a Payfac device later to take credit card payments"
"C3331","As a Cashier, I want to confirm that cash payments are properly recorded so that I can ensure the transaction is completed after receiving physical payment"
"C3379","As a User, I want to verify if the user can still log in and out with slow 3g mode or offline to be able to still ring up customers"
"C3396","As an admin user, I want to use the import csv tool to add new invoices in the Receive section for my orders"
"C3411","As a Cashier, I want to complete a card payment mode using Pax terminal so that the sale is authorized and completed in POS"
"C3412","As a Cashier, I want to complete a card payment mode using TriposDirect terminal so that the sale is authorized and completed in POS"
"C3413","As a Cashier, I want to complete a card payment mode using Tripos terminal so that the sale is authorized and completed in POS"
"C3426","As a Cashier, I want to complete a card payment mode using PayFac terminal so that the sale is authorized and completed in POS"
"C3427","As a cashier, I want to perform a sale with a partial payment through a PayFac terminal so that the partial payment can be successfully processed using PayFac without issues"
"C3428","As a cashier, I want to complete a sale transaction with a registered customer using a PayFac terminal so that the transaction is processed securely and accurately"
"C3429","As a cashier, I want to process a refund transaction on a PayFac terminal, So that I can process customer returns efficiently and ensure the amount is returned securely"
"C3518","As a user, I want to ensure that the Formats section is available in the General Settings, so that I can configure format settings"
"C3699","As a user, I want to ensure that the Inventory Settings section is available in the General Settings, so that I can configure inventory settings"
"C3766","As a user, I want to ensure that the Loyalty Settings section is available in the General Settings, so that I can enable or disable the loyalty feature"
"C3767","As a user, I want to ensure that the Business Details section is available in the General Settings (they should be editable, using which I can update Business details)"
"C3792","As a Cashier, I want to confirm that I can take a cash payment with an item that has no tax so that no tax will be collected"
"C3793","As a Cashier, I want to be able to take a Credit Card transaction with a Payfac device with multiple items to complete a transaction"
"C3900","As an Admin, I want to verify Side Card payment method so that I can complete transactions"
"C3901","As an admin, I want to verify card tender sales on the Admin Day Report section"
"C3902","As a cashier, I want to verify if I use a coupon % item that the discount will be applied correctly so that I can charge the customer the appropriate amount"
"C3997","As a cashier, I want to verify while completing a transaction if a customer enters in their details on the customer screen it does not stop the card payment processing so I can continue to take transactions"
"C3999","As a user, I want to verify that subsequent items default to the Details tab after adding an item via the Options tab and hitting save, So that I can work efficiently without having to manually switch tabs for each new item."
"C4000","As a user, I want the '# of Days Supply' field to automatically update when I change the quantity in order, So that I can ensure the order reflects the correct duration of supply based on the quantity entered"
"C4013","As a user, I want the Net Sales calculation to accurately deduct coupon discounts, so that the Report generates accurate tender amount in real time."
"C4025","As a user, I want to verify Sales Report to calculate margin and markup correctly after applying discounts, so that I can accurately determine profit margins and markup values in the sales report"
"C4026","As an admin, I want to verify that the """"Add to Shortcut Keys"""" resets upon each new item added to ensure only desired items are added to the Shortcut Keys"
"C4027","As an admin, I want to verify """"Item Shortcut Name"""" auto-populates when editing a new item"
"C4028","As a cashier, I want to verify the negative coupon is not applying tax during transactions"
"C4029","As a cashier, I want to verify that the correct points are added or deducted for customer reward transactions to keep accurate loyalty point totals"
"C4030","As a user, I want the sale to be correctly logged with the customer after cancelling the initial payment on the pinpad, so that the same transaction can be successfully completed with the newly added customer"
"C4031","As a user, I want to verify that the 'Receive Items' dialog box is disabled when the """"Item Details"""" dialog box appears during product search, so that users are restricted from initiating a new search"
"C4033","As a user, I want to verify that the Edit button in the Admin Categories page functions correctly, so that I can successfully update existing category details"
"C4034","As a Cashier, I want the Electron app to show as online when the internet connection is active so that I know the system is connected"
"C4036","As a cashier, I want to verify the split payment functionality with the Payfac terminal when the Dual Pricing feature is enabled, so that the POS correctly applies split payments for cash and card transactions according Dual Pricing calculation."
"C4037","As a Cashier, I want to ensure that the checkout dialog correctly calculates the total cash amount when purchasing multiple items under dual pricing so that customers are charged the correct amount when choosing the cash payment option"
"C4038","As a Cashier, I want the Total value to display the correct amount when a bottle deposit is enabled for an item, so that the tender amount is calculated accurately."
"C4039","As a cashier, I want the Register Close functionality to work correctly so that I can reconcile daily sales without issues."
"C4040","All records should be cleared from the register, indicating the register has been successfully closed with print of   Current Shift Report"
"C4041","As a user, I want the Day Report to be generated accurately with all relevant sales data, so that I can effectively review daily sales activity"
"C4043","As an admin, I want to be able to change the credit card settings to Pax, to be able to use a Pax device later to take credit card payments"
"C4143","As an Admin, I want to verify when I make multiple completed sales the Total Tendered and Total Register will match so I can retain accurate reports"
"C4144","As a Cashier, I want to ensure that I can make a Lotto Sale so that a customer can purchase a Lottery Ticket"
"C4145","As a Cashier, I want to ensure that I can make a Online Lottery so that a customer can purchase an Online Lottery Ticket"
"C4146","As a Cashier, I want to ensure that I can make a Lotto Payout so that a customer can receive money from a winning Lottery Ticket"
"C4147","As a Cashier, I want to ensure that I can make a Online Payout so that a customer can receive money from a winning Lottery Ticket"
"C4148","As a Cashier, I want to make sure when I have a category marked for being excluded from NCA that when ringing up the item it does not add a NCA fee to the total so I can sell the item accurately"
"C4149","As an admin User, I want to verify that reports correctly reflect dual pricing  amount when card payments are made, so that I can ensure reports are accurately updated with the dual pricing feature."
"C4173","As an admin user, I want to verify that tax amounts are calculated and displayed correctly in reports, so that I can make sure the reports are accurate with all tax rules"
"C4175","As a cashier, I want to verify bottle deposit amount in reports so that I can ensure deposits are properly recorded in the reports."
"C4176","As a cashier, I want to verify taxable additional fees in reports so that I can ensure all extra charges are correctly reflected."
"C4177","As a Cashier, I want to verify that payout sales are correctly displayed in the POS Register report, so that I can perform cash reconciliation accurately"
"C4178","As an admin, I want to verify the Payroll Report will show accurate clocking in and outs for my employees for accurate hours"
"C4180","As a Cashier, I want offline sales to sync once the POS goes online so that all transactions are properly recorded and vice versa"
"C4185","As an Admin, I want to verify when I make a sale with card that uses DP, the DP amount is included in the Card amount"
"C4186","As an Admin, I want to verify when I make a sale with card that uses DP, the DP amount is included in the Additional Card Fee amount"
"C4187","As an Admin, I want to verify when DP is enabled and I make a completed sale the Total Tendered and Total Register will match so I can retain accurate reports"
"C4188","As an Admin, I want to verify when DP is enabled and I refund a completed sale it will also refund the DP amount that was collected so that I can return the full amount to the customer"
"C4189","As an Admin, I want to verify when I make a sale with card that uses NCA, the NCA amount it is not included in the Gross Sales"
"C4190","As an Admin, I want to verify when I make a sale with card that uses NCA, the NCA amount it is not included in the Card amount"
"C4191","As an Admin, I want to verify when NCA is enabled and I refund a completed sale it will also refund the NCA amount that was collected so that I can return the full amount to the customer"
"C4204","As an Admin, I want to verify when NCA is enabled and I make a completed sale the Total Tendered and Total Register will match so I can retain accurate reports"
"C4205","As a Cashier, I want to scan and add an item using the stock code field so that I can quickly process sales"
"C4206","As a Cashier, I want the age verification dialog to display when an age-restricted item is ringed so that I can validate customer eligibility"
"C4307","Ensure a toggle in Utility settings called "TABC Report""
"C4308","Ensure that export button appears for TABC report"
"C4309","Ensure export button do no appear when TABC feature is off"
"C4310","Ensure TABC Report toggle working fine"
"C4311","As a Cashier, I want to ensure that the credit card surcharge is not included in the refunded amount, so that refunds only perform the original transaction amount excluding the surcharge fee"
"C4312","Ensure the checkbox of  "Texas Wholsale" displayed on customer modal"
"C4313","Ensure The check of  "Texas Wholsale" is not displayed on customer module if TABC feature off"
"C4314","Ensure that related fields displayed when  "Texas Wholsale" is enabled"
"C4315","Ensure that the 'Texas Wholesale"""" data saved"
"C4327","Ensure that  "Beverage Class" dropdown for item when TABC is on"
"C4328","As a Cashier, I want to verify that the surcharge applies appropriately to credit card transactions so that I can accurately take payment"
"C4329","As a Cashier, I want to verify when surcharge is enabled and I take a debit card payment that it does not apply the surcharge amount to the debit transaction so I do not charge unneeded fees to customers"
"C4334","Ensure the text 'TABC Wholesaler' displayed  below the points on the customer details modal"
"C4337","Ensure that the saved retained for customer when re-enabling TABC feature"
"C4338","Ensure the receipt print invoice for TABC wholesaler"
"C4339","Ensure the suspend and recalling automatically fetched all the items for TABC wholesaler"
"C4340","Ensure that the sale for the TABC wholesaler is tax exempt"
"C4392","As a user, I want to open the camera from the mobile dashboard so that I can scan items efficiently"
"C4393","As a cashier, I want the camera scanner to recognize existing items so that I can retrieve the item details quickly"
"C4394","As a user, I want the camera scanning to work for non-existing items so that I can add them to the inventory."
"C4395","As a user, I want the scanned barcode  from the camera to be pre-filled in the Add Item dialog so that I can skip manual entry of the stock code"
"C4396","As a user, I want the 'fast inventory count' feature to work so that I can update stock levels efficiently."
"C4398","As a cashier, I want to be able to add new items to the database by scanning a new barcode with a barcode scanner so I can accurately keep inventory for new items"
"C4399","As a Cashier, I want to ensure that when finalizing a transaction that if the barcode scanner accidentally goes off it will not impact the transaction so that I can be uninterrupted"
"C4400","Ensure that 'Beverage class' field is on the advance update"
"C4401","Ensure that 'Beverage class' working properly on the bulk update"
"C4402","Ensure that on updating the Beverage class, changes  mentioned in item history"
"C4403","Ensure that on updating the Beverage class, changes  mentioned in the modification reportry"
"C4404","Ensure that "Beverage Class" dropdown for item is not displayed when TABC is off"
"C4405","Ensure that 'Beer' transaction details saved in the TABC report"
"C4406","As a Cashier, I want to verify when I have surcharging enabled it reflects it correctly on the register side after a transaction is completed"
"C4407","As a cashier, I want to verify that the reports generated on the POS correctly reflect with surcharge sale, So that I can ensure the reports show accurate sale data with proper surcharge handling."
"C4408","As a Admin User, I want to verify that the reports generated on the Admin correctly reflect with surcharge sale, So that I can ensure the reports show accurate sale data with proper surcharge."
"C4409","As a Cashier, I want to click the admin button on the POS register so that I can access Back Office directly"
"C4414","As an Admin, I want to ensure if I have surcharging enabled I can not enable DP or NCA"
"C4415","As an Admin, I want to be able to enable surcharging in the admin portal so that I can start surcharging my customers"
"C4450","As a cashier, I want to ensure when my internet is restored that the POS will go from offline to online so that I can resume taking credit card sales"
"C4451","As a Cashier, I want to ensure when I start up the application without internet that a warning message will appear so I know to check my internet connection"
"C4453","As a Cashier, I want to ensure that the label printing works smoothly from the POS,So that I can print the required price labels for products quickly and accurately"
"C4454","As a Cashier, I want to print the receipt after completing the checkout so that I can provide the customer with a printed copy of their purchase"
"C4455","As an Admin User, I want to ensure that stock transfer feature works correctly  in the Admin, So that I can transfer the current store  stock to second store"
"C4456","As a Cashier,I want items to enforce required points validation, so that the checkout process is restricted if the customer does not meet the required points"
"C4567","As an Admin, I want to verify when I make a sale with card that uses NCA, the NCA amount it is not included in the hourly sale on the Day Report"
"C4568","As an Admin, I want to verify when I make a sale with card that uses DP, the DP amount it is not included in the hourly sale on the Day Report"
"C4570","As a cashier, I want item details with price display correctly on the customer screen so that customers can verify their purchases"
"C4571","As a Cashier, I want the Customer Screen to auto-launch, so that customers can see the value of their purchases without any manual intervention from the cashier"
"C4572","As a cashier, I want the customized Customer Screen to function correctly, so that I can effectively promote store offers or promotions directly in screen in idle"
"C4573","As a cashier, I want the Customer Screen to update dynamically when an item is added to the sale, so that the screen remains responsive and customers can clearly view their purchase information in real time."
"C4574","As a Cashier, I want to refund a completed transaction so that I can process customer returns efficiently"
"C4608","As a user, I want to verify that the Admin URL loads properly on a mobile browser so that I can access the admin panel from my phone"
"C4609","As a Cashier, I want to verify that item quantity can be scanned and updated using a mobile phone on the Admin page"
"C5508","As an Admin, I want to be able to enable the Gift Card feature, to enable the ability to begin selling Gift Cards"
"C5512","As a User, I want to ensure all fields under the gift card section are clickable so that I can begin typing in the account details"
"C5513","As a User, I want to ensure that only valid Emails can be accepted into the gift card field to prevent invalid account creation"
"C5514","As an Admin, I want to ensure that the gift card section will only take the exact same two passwords when creating a new account so I can login later"
"C5516","As an admin, I should not be able to create a new gift card account with the same email so that I can prevent duplication accounts"
"C5517","As an Admin, I want to ensure that the Create an Account button works so that I can create an account to use with the gift card feature"
"C5519","As an Admin, I want to create a new gift card account after entering in my credentials to manage the gift card feature"
"C5520","As an admin, I want to ensure when logging in with an unregistered email for the gift cards I can not do so that way unauthorized access is not allowed"
"C5521","As an admin, I want to ensure when logging in with an incorrect password for the gift cards I can not do so that way unauthorized access is not allowed"
"C5523","As an admin, I want to ensure when logging in with a valid email and password for the gift cards I can do so that way unauthorized access is not allowed"
"C5579","As a Cashier, I want to verify that the Check Gift Card Balance button is displaying so I can check the balance of a Gift Card"
"C5580","As a Cashier, I want to be able to use the Check Gift Card Balance field to verify what balance is on the customer's gift card"
"C5583","As a Cashier, I want the system to show an error code when looking up an invalid Gift Card Balance so I can verify it is not a valid Gift Card"
"C5587","As a User, I want to verify that I can select the Activate Gift Card button to sell gift cards to customers"
"C5589","As a user, I want to be able to select and input on all fields under Activate Gift Card to give custom gift card numbers and amounts based off of purchases"
"C5592","As a User, I want to verify after I enter the information for a Gift Card and complete the transaction if it activates"
"C5595","As a cashier, I want to verify when selling a gift card that I have every payment option that I should have available to complete the sale"
"C5597","As a Cashier, I want to be able to print a receipt after selling a Gift Card to give to the customer for their records"
"C5598","As a Cashier, I want to be able to sell a Gift Card with special characters as needed for my customers"
"C5599","As a Cashier, I want to verify that I can use Gift Card as a tender to complete a transaction"
"C5601","As a Cashier, I want to make sure the Gift Card dialog appears when selecting Gift Card as a payment type so I can enter a code"
"C5603","As a Cashier, I want to verify that I can scan a Gift Card to use as a tender to complete a transaction"
"C5604","As a cashier, I want to ensure when using an invalid Gift Card that it will not allow me to do so preventing me from taking incorrect payment"
"C5606","As a Cashier, I want to be able to enter custom amounts for Gift Card payment to be able to take partial payments from a Gift Card"
"C5607","As a Cashier, I want to ensure the amount deducted from a Gift Card after doing a transaction is correct"
"C5608","As a Cashier, I want to make sure if I select the Check Gift Card Balance I can close the dialog box if there is no Gift Card to check"
"C5783","As an Admin, I want to verify that the Gift Card item ID matches up with the Gift Card ID in the Items tab"
"C5887","As a user, I want to ensure that the Orders page loads successfully so that I can view and manage my orders properly."
"C5954","As a user, I want to open the Receive page so that I can manage and receive incoming items"
"C5956","As a user, I want to open the 'Receive Item' dialog box from the Receive page so that I can begin receiving items into inventory"
"C5957","As a user, I want to add a new invoice on the Receive page so that I can save incoming inventory details for future processing"
"C5958","As a user, I want to edit a non-finalized invoice from the Receive page so that I can update invoice details before finalizing it"
"C5959","As a user, I want to verify invoice calculations so that I can ensure the cost, margin, and margin changes are accurate before finalizing or reviewing an invoice"
"C5960","As a user, I want to prevent editing of an invoice after finalizing it so that the finalized data remains accurate and unchanged"
"C5961","As a user, I want to view the details of a finalized invoice so that I can verify the received items without making changes"
"C5962","As a user, I want to be restricted from creating a duplicate invoice so that the system maintains data accuracy and avoids duplication errors"
"C5963","As a Cashier, I want to verify that the Stock Code search field is available and clickable"
"C5964","As a Cashier, I want to ensure if I type in a name of an item that does not exist in the system it will not populate so that I do not accidentally ring up wrong items"
"C5966","As a Cashier, I want to ensure if I select the same hotkey from the hotkey menu bar it will increase the qty of the item that I am ringing up so I can retain accuracy for the sale"
"C5969","As a Cashier, I want to be able to access the shortcut menu by selecting the shortcut menu bar so I can quickly find items"
"C5970","As a Cashier, I want to be able to click any and every shortcut button to make checking out customers faster with popular items"
"C5972","As a cashier, I want to ensure if I select the same hotkey from the hotkey menu bar it will increase the qty of the item that I am ringing up so I can retain accuracy for the sale"
"C5973","As a Cashier, I want to verify that I can click on the category button on the shortcut menu bar so that I can quickly locate items based off their categories"
"C5974","As a Cashier, I want to be able to see the number of items in a category on the shortcut menu bar so that I can accurately know how many items are listed in that category"
"C5977","As an admin, I want the Dashboard interface to display all UI elements without overlap so that the layout remains clean, readable, and consistent"
"C5978","As a user, I want to be able to scan the barcode of an existing item so that I can add it to the invoice"
"C5979","As an admin user, I want all buttons on the Realtime Dashboard to be functional so that I can interact with each feature without errors or inaccessibility."
"C5980","As a user, I want to ensure that an alert dialog pops open upon opening up the same invoice that is already opened to prevent multiple active edit sessions"
"C5981","As an admin, I want to view accurate figures in the 'Today's Takings' section so that I can rely on the displayed sales, refunds, voids, revenue, cost, and profit data."
"C5982","As a user, I want to merge multiple invoices so that I can consolidate related invoice records for better tracking and management."
"C5983","As an admin, I want to view accurate sales data on the Dashboard graph so that I can reliably track performance trends."
"C5984","As a user, I want to verify that the POS Sales page is available and clickable in the side menu so that I can view &  manage POS sales"
"C5985","As an admin, I want to view accurate sales information in the Top Rank Items section so that I can identify the best-selling products based on real-time data"
"C5986","As a user, I want to verify that the POS Sales table updates the status from the Electron app, so that I can ensure the ID and status are accurately displayed in the POS Sales table"
"C5987","As an admin, I want to use the Rank dropdown in the Top Rank Items section so that I can filter top-selling items by Rank category."
"C5989","As a user, I want to verify that the search field functionality works correctly in the POS Sales table so that I can find the exact sale efficiently"
"C5990","As a user, I want to export invoice data to a CSV file so that I can download and review the invoice information"
"C5993","As a user, I want to verify the functionality of the Refresh button in the POS Sales page so that I can view the most recent sales"
"C5994","As an admin, I want to view accurate data in the Stats section on the Dashboard so that I can monitor key performance metrics at a glance."
"C5995","As an admin, I want the Dashboard stats to reflect accurate calculations so that I can rely on precise and up-to-date business metrics."
"C5996","As an admin, I want to view the Sale Stats and Inventory Stats on the Dashboard so that I can monitor key business data"
"C5997","As an admin, I want to use the Days filter in the Sale Stats section so that I can view sales metrics for specific date ranges."
"C5998","As a user, I want the item's quantity to update after finalizing an invoice so that the inventory reflects the newly received stock"
"C5999","As a user, I want to verify the functionality of the Home button on the POS Sales listing page so that I can navigate back to the dashboard screen easily"
"C6000","As an admin, I want to filter the Sales Graph on the Dashboard using dropdown options so that I can visualize sales trends accurately over different time periods."
"C6001","As an admin, I want to use the calendar filter in the Inventory Stats section so that I can view inventory data for a specific selected date."
"C6002","As an admin, I want to filter the Inventory Stats pie chart by Rank, Category, or Vendor so that I can analyze inventory distribution effectively."
"C6003","As an admin, I want to view accurate Sales and Net Sales values in the Sale Stats section so that I can monitor business performance correctly."
"C6004","As an admin, I want to view accurate Bottles and Value figures in the Inventory Stats section so that I can monitor business performance effectively."
"C6005","As a user, I want the item's Units Per Case to update after finalizing the invoice so that the product configuration stays accurate in inventory"
"C6006","As a user, I want to ensure that when the invoice is finalized the item's cost is also updated correctly"
"C6007","As a user, I want to verify the checkbox functionality on the POS Sales table so that I can easily select or deselect all sale records for bulk deletion."
"C6008","As a user, I want to delete selected records from the POS Sales table, so that I can quickly delete multiple sales records"
